scene_id,room,placement,rt_index,angle_index,snr_db,nominal_rt60_s,t20_s,t20_r2,component_drr_db,scenes,records,frames,rmse_deg,rmse_ci_low,rmse_ci_high,median_abs_deg,p90_abs_deg,mean_signed_deg,circular_bias_deg,circular_resultant,bias_ci_low,bias_ci_high,failure_rate,failure_ci_low,failure_ci_high
r0p0t0a05,0,0,0,5,10.0,0.15,0.09107474685245073,0.99252125095286,4.208506684247427,1,5,160,1.6010001297498717,1.426232526799157,1.718888560628717,1.115782544256291,2.6372963216627734,-0.671112362991674,-0.6711115321248987,0.9996782437610556,-0.9398627854232747,-0.45172207755156724,0.0,0.0,0.0
r0p0t0a05,0,0,0,5,20.0,0.15,0.09107474685245073,0.99252125095286,4.208506684247427,1,5,160,1.2407086736324537,1.0822526831528991,1.425161619975572,0.8605652828130559,1.8188466805975243,-0.6312426104324693,-0.6312284509628617,0.9998262504739657,-0.7999213134039954,-0.42167132400966156,0.0,0.0,0.0
r0p0t0a06,0,0,0,6,0.0,0.15,0.09319568857784806,0.9934658504231921,4.083634715769168,1,5,160,2.961143370817434,2.8140981698770258,3.10151652816902,2.2719463645831297,4.762380582035796,0.3863565117325862,0.3868143651092991,0.9986880135770226,0.09749719094235998,0.6761366006118094,0.1,0.09375,0.1125
r0p0t0a06,0,0,0,6,10.0,0.15,0.09319568857784806,0.9934658504231921,4.083634715769168,1,5,160,1.3099683801963564,1.1513537167412418,1.470309066562417,0.8307532783989586,2.171743065608893,0.5731614839625194,0.5731216927718437,0.9997886987028228,0.4781815134940304,0.6548610167671371,0.0,0.0,0.0
r0p0t0a06,0,0,0,6,20.0,0.15,0.09319568857784806,0.9934658504231921,4.083634715769168,1,5,160,0.9667045716860379,0.8635070743326155,1.0927344351797696,0.6656836722239632,1.4514196779703183,0.4489640697919864,0.4489624740715363,0.9998883715990737,0.3259635219859411,0.5719632672621209,0.0,0.0,0.0
r0p0t0a07,0,0,0,7,0.0,0.15,0.09191440507264859,0.9936946737643806,4.492298289893804,1,5,160,3.1144248642895476,2.6835438549386166,3.4443107008751417,2.024931921912696,5.127250567154169,0.09312544592707787,0.09330271976398503,0.998525322775434,-0.182454989894209,0.3607824557039711,0.1125,0.06875,0.15
r0p0t0a07,0,0,0,7,10.0,0.15,0.09191440507264859,0.9936946737643806,4.492298289893804,1,5,160,1.5215989299719532,1.3771770000401122,1.6821950016394982,1.0869145498710964,2.1788310034789498,0.34808162110795066,0.3480607788155807,0.9996658763173042,0.19277874468423434,0.5033335139193595,0.00625,0.0,0.01875
r0p0t0a07,0,0,0,7,20.0,0.15,0.09191440507264859,0.9936946737643806,4.492298289893804,1,5,160,1.178256576874603,1.043016278763914,1.3033697273611182,0.8198651314457379,1.889956337589268,0.3317270775056052,0.33172482641168083,0.9998053316396549,0.28000204974457527,0.38986420793852355,0.0,0.0,0.0
r0p0t0a08,0,0,0,8,0.0,0.15,0.09191599034456462,0.9837068717756899,4.477522133117962,1,5,160,2.999212623585896,2.4634827894636055,3.5142843660692815,1.9942752663504848,4.85447701982926,0.2408740746255706,0.24134413603885724,0.998639793622598,-0.24673303529455543,0.7869758768742896,0.1,0.03109375000000001,0.175
r0p0t0a08,0,0,0,8,10.0,0.15,0.09191599034456462,0.9837068717756899,4.477522133117962,1,5,160,1.1531028609078613,1.006661640735245,1.281854790463801,0.7746791066520018,1.9157441799465458,-0.3773449362987911,-0.37735465424354797,0.999819187184839,-0.5071381976395497,-0.2492008693481449,0.0,0.0,0.0
r0p0t0a08,0,0,0,8,20.0,0.15,0.09191599034456462,0.9837068717756899,4.477522133117962,1,5,160,0.9338804126641237,0.8541331342608606,1.0240068247093859,0.6098186419739591,1.5049825832173553,-0.21778101368556727,-0.2177758987959358,0.9998743977492692,-0.37004722577683047,-0.05927490415609857,0.0,0.0,0.0
r0p0t0a09,0,0,0,9,0.0,0.15,0.09552104903941037,0.9752007156369096,4.811306680100156,1,5,160,2.9859752771668395,2.745600331790319,3.208391424027944,2.112218251340181,5.218334962468571,-0.3451004915939727,-0.34515954028356716,0.9986609474505996,-0.8652035465578714,0.17494925308278014,0.10625,0.05,0.1625
r0p0t0a09,0,0,0,9,10.0,0.15,0.09552104903941037,0.9752007156369096,4.811306680100156,1,5,160,1.1084698203532422,1.055458494351306,1.1910590645403911,0.7003753607875751,1.7522001620889902,-0.211689965590287,-0.21168104486176165,0.9998196987221742,-0.38244522431750627,-0.04418453234768438,0.0,0.0,0.0
r0p0t0a09,0,0,0,9,20.0,0.15,0.09552104903941037,0.9752007156369096,4.811306680100156,1,5,160,0.8552302637519694,0.818770693792205,0.8898271967849414,0.6347125014412427,1.346519785126958,-0.27780242385799314,-0.2778011448741107,0.9999003570659487,-0.3136355545641787,-0.24186658274499662,0.0,0.0,0.0
r0p0t0a10,0,0,0,10,0.0,0.15,0.09220855051464949,0.9870702946315505,4.2978987332518495,1,5,160,3.1260110565630805,2.7925869667968066,3.4214106457556155,1.8798211962504183,4.927955089593206,0.1502398512953274,0.15071592430953754,0.998516538268236,-0.321650654513405,0.6032476208922619,0.1,0.075,0.11875
r0p0t0a10,0,0,0,10,10.0,0.15,0.09220855051464949,0.9870702946315505,4.2978987332518495,1,5,160,1.3145398878753793,1.1892379213255806,1.4144462966387308,0.911441594555555,2.079369145662048,0.3169034921270157,0.316899987686799,0.9997521340856512,0.21912472444266812,0.4266161163293593,0.0,0.0,0.0
